EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2862,5000, 25,  13,   10,     2,    393 
1885,5000, 29,  13,   10,     2,    394 
1882,5000, 34,  13,   10,     2,    394 
1834,5000, 33,  13,   10,     2,    397 
1961,5000, 36,  13,   10,     2,    389 
1812,5000, 26,  13,   10,     2,    399 
1771,5000, 26,  13,   10,     2,    393 
1807,5000, 25,  13,   10,     2,    398 
1806,5000, 28,  13,   10,     2,    395 
1853,5000, 23,  13,   10,     2,    394 
