EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2632,5000,  7,  17,    3,     2,    403 
1879,5000,  8,  17,    3,     2,    392 
1852,5000,  6,  17,    3,     2,    396 
1849,5000,  8,  17,    3,     2,    394 
1947,5000,  9,  17,    3,     2,    392 
1842,5000,  4,  17,    3,     2,    394 
1926,5000,  8,  17,    3,     2,    395 
1814,5000,  9,  17,    3,     2,    395 
1870,5000,  4,  17,    3,     2,    394 
1841,5000,  6,  17,    3,     2,    393 
