EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2741,5000,  2,  26,    3,     2,    394 
2165,5000,  2,  26,    3,     2,    393 
2054,5000,  1,  26,    3,     2,    393 
2095,5000,  3,  26,    3,     2,    395 
2077,5000,  4,  26,    3,     2,    391 
2142,5000,  2,  26,    3,     2,    394 
2073,5000,  5,  26,    3,     2,    396 
2055,5000,  2,  26,    3,     2,    391 
2054,5000,  3,  26,    3,     2,    393 
2070,5000,  1,  26,    3,     2,    395 
