EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2645,5000, 10,  11,    3,     2,    395 
1768,5000, 12,  11,    3,     2,    396 
1805,5000, 17,  11,    3,     2,    398 
1765,5000, 21,  11,    3,     2,    395 
1752,5000, 15,  11,    3,     2,    397 
1720,5000, 10,  11,    3,     2,    395 
1941,5000, 17,  11,    3,     2,    396 
1716,5000, 14,  11,    3,     2,    399 
1739,5000, 18,  11,    3,     2,    396 
1783,5000, 13,  11,    3,     2,    395 
