EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2744,5000, 21,   8,    3,     2,    393 
1812,5000, 19,   8,    3,     2,    404 
1849,5000, 22,   8,    3,     2,    395 
1797,5000, 22,   8,    3,     2,    395 
1761,5000, 22,   8,    3,     2,    396 
1777,5000, 21,   8,    3,     2,    396 
1797,5000, 23,   8,    3,     2,    391 
1744,5000, 18,   8,    3,     2,    393 
1776,5000, 22,   8,    3,     2,    393 
1743,5000, 15,   8,    3,     2,    398 
