EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2659,5000,  0,  26,    1,     2,    393 
2127,5000,  1,  26,    1,     2,    398 
2063,5000,  0,  26,    1,     2,    392 
2079,5000,  1,  26,    1,     2,    396 
2072,5000,  0,  26,    1,     2,    393 
2070,5000,  1,  26,    1,     2,    394 
2167,5000,  1,  26,    1,     2,    392 
2056,5000,  2,  26,    1,     2,    395 
2044,5000,  1,  26,    1,     2,    392 
2069,5000,  1,  26,    1,     2,    394 
