EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2771,5000,  5,  26,    8,     2,    395 
2142,5000, 10,  26,    8,     2,    393 
2131,5000,  5,  26,    8,     2,    395 
2132,5000,  9,  26,    8,     2,    392 
2091,5000,  9,  26,    8,     2,    393 
2091,5000,  7,  26,    8,     2,    394 
2076,5000,  4,  26,    8,     2,    395 
2125,5000, 11,  26,    8,     2,    394 
2068,5000,  4,  26,    8,     2,    390 
2093,5000,  3,  26,    8,     2,    392 
