EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3030,5000, 31,   5,    2,     2,    394 
2486,5000, 51,   5,    2,     2,    397 
2307,5000, 33,   5,    2,     2,    398 
2393,5000, 32,   5,    2,     2,    397 
2302,5000, 32,   5,    2,     2,    401 
2378,5000, 28,   5,    2,     2,    396 
2264,5000, 40,   5,    2,     2,    395 
2324,5000, 23,   5,    2,     2,    392 
2287,5000, 25,   5,    2,     2,    394 
2383,5000, 33,   5,    2,     2,    398 
