EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2675,5000,  2,  23,    4,     2,    395 
2115,5000,  5,  23,    4,     2,    393 
2050,5000,  2,  23,    4,     2,    393 
2008,5000,  4,  23,    4,     2,    394 
2066,5000,  9,  23,    4,     2,    393 
2056,5000,  5,  23,    4,     2,    393 
2005,5000,  2,  23,    4,     2,    398 
2010,5000,  5,  23,    4,     2,    393 
1969,5000,  2,  23,    4,     2,    397 
1963,5000,  5,  23,    4,     2,    403 
