EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2617,5000, 18,   7,    2,     2,    393 
1897,5000, 21,   7,    2,     2,    397 
1836,5000, 19,   7,    2,     2,    395 
1896,5000, 17,   7,    2,     2,    397 
1811,5000, 19,   7,    2,     2,    395 
1913,5000, 15,   7,    2,     2,    395 
1879,5000, 16,   7,    2,     2,    397 
1810,5000, 22,   7,    2,     2,    396 
1921,5000, 15,   7,    2,     2,    398 
1940,5000, 22,   7,    2,     2,    394 
