EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2849,5000, 14,  19,   10,     2,    394 
1987,5000, 10,  19,   10,     2,    394 
2025,5000, 10,  19,   10,     2,    395 
1979,5000, 15,  19,   10,     2,    391 
2030,5000, 19,  19,   10,     2,    393 
1927,5000, 14,  19,   10,     2,    393 
1897,5000, 10,  19,   10,     2,    390 
1933,5000, 14,  19,   10,     2,    392 
1927,5000, 11,  19,   10,     2,    392 
1914,5000, 12,  19,   10,     2,    398 
