EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
8308,5000,2481,   1,    6,     2,    390 
6301,5000,2432,   1,    6,     2,    400 
6649,5000,2556,   1,    6,     2,    395 
6294,5000,2548,   1,    6,     2,    398 
6282,5000,2505,   1,    6,     2,    397 
6187,5000,2494,   1,    6,     2,    391 
5828,5000,2260,   1,    6,     2,    397 
6221,5000,2506,   1,    6,     2,    403 
6030,5000,2367,   1,    6,     2,    400 
6279,5000,2569,   1,    6,     2,    397 
