EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2867,5000, 25,   9,    4,     2,    393 
2008,5000, 21,   9,    4,     2,    396 
1890,5000, 21,   9,    4,     2,    396 
1757,5000, 17,   9,    4,     2,    394 
1841,5000, 28,   9,    4,     2,    398 
1728,5000, 22,   9,    4,     2,    402 
1837,5000, 23,   9,    4,     2,    396 
1762,5000, 22,   9,    4,     2,    391 
1763,5000, 26,   9,    4,     2,    397 
1723,5000, 26,   9,    4,     2,    393 
