EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2606,5000,  6,  23,    8,     2,    396 
2069,5000,  9,  23,    8,     2,    393 
2096,5000, 11,  23,    8,     2,    394 
2043,5000,  7,  23,    8,     2,    395 
2032,5000,  5,  23,    8,     2,    393 
2066,5000,  9,  23,    8,     2,    396 
2009,5000, 10,  23,    8,     2,    399 
2003,5000,  7,  23,    8,     2,    395 
1991,5000, 10,  23,    8,     2,    397 
1998,5000,  8,  23,    8,     2,    393 
