EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
9509,5000,2610,   1,   10,     2,    398 
7376,5000,2464,   1,   10,     2,    395 
7860,5000,2932,   1,   10,     2,    395 
8206,5000,2847,   1,   10,     2,    385 
7011,5000,2560,   1,   10,     2,    393 
6868,5000,2555,   1,   10,     2,    391 
7359,5000,2777,   1,   10,     2,    397 
6926,5000,2617,   1,   10,     2,    397 
6767,5000,2480,   1,   10,     2,    389 
8682,5000,2708,   1,   10,     2,    392 
