EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2846,5000,  3,  29,    9,     2,    389 
2163,5000,  1,  29,    9,     2,    392 
2334,5000,  2,  29,    9,     2,    392 
2222,5000,  2,  29,    9,     2,    393 
2165,5000,  3,  29,    9,     2,    399 
2202,5000,  6,  29,    9,     2,    398 
2136,5000,  5,  29,    9,     2,    397 
2148,5000,  0,  29,    9,     2,    397 
2187,5000,  6,  29,    9,     2,    395 
2158,5000,  1,  29,    9,     2,    394 
