EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2451,5000,  2,  19,    1,     2,    395 
1934,5000,  1,  19,    1,     2,    395 
1875,5000,  1,  19,    1,     2,    401 
1875,5000,  1,  19,    1,     2,    394 
1852,5000,  1,  19,    1,     2,    394 
1887,5000,  2,  19,    1,     2,    393 
1864,5000,  3,  19,    1,     2,    394 
1931,5000,  0,  19,    1,     2,    393 
1876,5000,  0,  19,    1,     2,    393 
1857,5000,  3,  19,    1,     2,    393 
