EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2844,5000,  2,  16,    1,     2,    393 
2410,5000,  2,  16,    1,     2,    393 
2347,5000,  1,  16,    1,     2,    394 
2307,5000,  2,  16,    1,     2,    393 
2309,5000,  0,  16,    1,     2,    395 
2312,5000,  2,  16,    1,     2,    392 
2299,5000,  1,  16,    1,     2,    399 
2376,5000,  1,  16,    1,     2,    393 
2337,5000,  2,  16,    1,     2,    400 
2349,5000,  2,  16,    1,     2,    391 
