EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
6830,5000,1602,   1,    2,     2,    392 
5341,5000,1683,   1,    2,     2,    385 
5576,5000,1848,   1,    2,     2,    393 
4819,5000,1486,   1,    2,     2,    390 
4883,5000,1664,   1,    2,     2,    391 
4813,5000,1582,   1,    2,     2,    397 
4782,5000,1540,   1,    2,     2,    395 
4761,5000,1512,   1,    2,     2,    391 
4886,5000,1501,   1,    2,     2,    396 
4647,5000,1492,   1,    2,     2,    392 
