EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2703,5000, 19,   9,    3,     2,    397 
1833,5000, 21,   9,    3,     2,    394 
1921,5000, 21,   9,    3,     2,    393 
1831,5000, 19,   9,    3,     2,    395 
1808,5000, 20,   9,    3,     2,    395 
1864,5000, 19,   9,    3,     2,    393 
1956,5000, 15,   9,    3,     2,    398 
1929,5000, 18,   9,    3,     2,    395 
1931,5000, 17,   9,    3,     2,    400 
1792,5000, 16,   9,    3,     2,    393 
