EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3124,5000, 64,   6,    6,     2,    395 
1973,5000, 61,   6,    6,     2,    394 
2029,5000, 65,   6,    6,     2,    393 
2029,5000, 72,   6,    6,     2,    398 
1992,5000, 70,   6,    6,     2,    401 
1969,5000, 74,   6,    6,     2,    395 
2097,5000, 68,   6,    6,     2,    393 
2010,5000, 65,   6,    6,     2,    396 
2011,5000, 57,   6,    6,     2,    392 
2036,5000, 65,   6,    6,     2,    400 
