EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
4284,5000,728,   2,    9,     2,    391 
3637,5000,844,   2,    9,     2,    392 
3216,5000,784,   2,    9,     2,    396 
3410,5000,872,   2,    9,     2,    388 
3219,5000,863,   2,    9,     2,    400 
3199,5000,866,   2,    9,     2,    387 
3352,5000,954,   2,    9,     2,    395 
3332,5000,793,   2,    9,     2,    398 
3127,5000,757,   2,    9,     2,    398 
3175,5000,848,   2,    9,     2,    391 
