EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2891,5000,  8,   7,    1,     2,    396 
2148,5000,  9,   7,    1,     2,    394 
2159,5000,  8,   7,    1,     2,    393 
2146,5000, 14,   7,    1,     2,    398 
2135,5000, 12,   7,    1,     2,    395 
2116,5000,  8,   7,    1,     2,    398 
2133,5000,  8,   7,    1,     2,    394 
2103,5000,  9,   7,    1,     2,    393 
2173,5000,  9,   7,    1,     2,    399 
2135,5000, 10,   7,    1,     2,    396 
