EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2652,5000,  5,  23,    9,     2,    393 
2132,5000, 15,  23,    9,     2,    389 
2093,5000,  7,  23,    9,     2,    394 
2055,5000,  8,  23,    9,     2,    398 
2069,5000,  8,  23,    9,     2,    392 
2046,5000, 10,  23,    9,     2,    394 
2014,5000,  7,  23,    9,     2,    395 
2023,5000,  8,  23,    9,     2,    398 
1995,5000,  9,  23,    9,     2,    395 
2024,5000, 13,  23,    9,     2,    394 
