EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2902,5000,  6,  16,    3,     2,    396 
1847,5000,  6,  16,    3,     2,    399 
1886,5000,  6,  16,    3,     2,    397 
1841,5000, 10,  16,    3,     2,    392 
1862,5000,  3,  16,    3,     2,    394 
1841,5000,  7,  16,    3,     2,    398 
1879,5000,  4,  16,    3,     2,    393 
1827,5000, 10,  16,    3,     2,    395 
1815,5000,  4,  16,    3,     2,    402 
1819,5000,  6,  16,    3,     2,    394 
