EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2850,5000,  2,  29,    4,     2,    393 
2210,5000,  0,  29,    4,     2,    401 
2127,5000,  2,  29,    4,     2,    397 
2140,5000,  5,  29,    4,     2,    391 
2174,5000,  1,  29,    4,     2,    393 
2216,5000,  0,  29,    4,     2,    392 
2136,5000,  3,  29,    4,     2,    393 
2118,5000,  1,  29,    4,     2,    394 
2152,5000,  3,  29,    4,     2,    393 
2117,5000,  1,  29,    4,     2,    392 
