EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2788,5000,  0,  28,    8,     2,    395 
2202,5000,  2,  28,    8,     2,    393 
2147,5000,  0,  28,    8,     2,    395 
2144,5000,  4,  28,    8,     2,    396 
2167,5000,  4,  28,    8,     2,    390 
2114,5000,  4,  28,    8,     2,    391 
2157,5000,  7,  28,    8,     2,    393 
2163,5000,  9,  28,    8,     2,    399 
2139,5000,  0,  28,    8,     2,    395 
2158,5000,  3,  28,    8,     2,    395 
