EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
7563,5000,2213,   1,    3,     2,    393 
5556,5000,1835,   1,    3,     2,    401 
6051,5000,2186,   1,    3,     2,    393 
5559,5000,1959,   1,    3,     2,    389 
5564,5000,2032,   1,    3,     2,    395 
5711,5000,2068,   1,    3,     2,    389 
5649,5000,2065,   1,    3,     2,    388 
5540,5000,2046,   1,    3,     2,    395 
5656,5000,2023,   1,    3,     2,    395 
5273,5000,1825,   1,    3,     2,    400 
