EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2616,5000,  7,  18,    5,     2,    394 
1933,5000,  9,  18,    5,     2,    390 
1921,5000,  6,  18,    5,     2,    403 
1935,5000, 10,  18,    5,     2,    396 
1867,5000,  5,  18,    5,     2,    397 
1893,5000, 16,  18,    5,     2,    392 
1864,5000,  8,  18,    5,     2,    392 
1877,5000,  8,  18,    5,     2,    396 
1868,5000, 10,  18,    5,     2,    390 
1881,5000, 12,  18,    5,     2,    391 
