EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2436,5000,  1,  18,    1,     2,    393 
1916,5000,  3,  18,    1,     2,    392 
1880,5000,  2,  18,    1,     2,    392 
1846,5000,  1,  18,    1,     2,    393 
1848,5000,  1,  18,    1,     2,    393 
1844,5000,  1,  18,    1,     2,    395 
1859,5000,  3,  18,    1,     2,    394 
1902,5000,  2,  18,    1,     2,    399 
1837,5000,  1,  18,    1,     2,    395 
1860,5000,  2,  18,    1,     2,    399 
