EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2737,5000, 16,  19,    9,     2,    392 
2030,5000, 19,  19,    9,     2,    392 
1980,5000, 16,  19,    9,     2,    397 
1913,5000,  8,  19,    9,     2,    391 
1943,5000, 16,  19,    9,     2,    395 
1918,5000, 12,  19,    9,     2,    395 
1926,5000, 12,  19,    9,     2,    393 
1932,5000, 18,  19,    9,     2,    391 
1910,5000,  7,  19,    9,     2,    390 
1900,5000, 12,  19,    9,     2,    395 
