EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3266,5000,  0,  28,    6,     2,    393 
2803,5000,  6,  28,    6,     2,    395 
2750,5000,  4,  28,    6,     2,    394 
2724,5000,  0,  28,    6,     2,    395 
2709,5000,  1,  28,    6,     2,    395 
2824,5000,  7,  28,    6,     2,    396 
2686,5000,  1,  28,    6,     2,    390 
2756,5000,  6,  28,    6,     2,    395 
2703,5000,  0,  28,    6,     2,    392 
2670,5000,  0,  28,    6,     2,    394 
