EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3066,5000, 11,  18,    6,     2,    396 
1929,5000,  8,  18,    6,     2,    390 
1918,5000,  8,  18,    6,     2,    396 
1933,5000, 12,  18,    6,     2,    393 
1928,5000, 11,  18,    6,     2,    394 
2002,5000, 13,  18,    6,     2,    392 
1912,5000, 12,  18,    6,     2,    394 
1899,5000,  8,  18,    6,     2,    391 
1881,5000, 12,  18,    6,     2,    396 
1884,5000, 12,  18,    6,     2,    395 
