EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3153,5000,222,   3,    5,     2,    395 
2444,5000,259,   3,    5,     2,    395 
2254,5000,240,   3,    5,     2,    397 
2325,5000,233,   3,    5,     2,    394 
2347,5000,231,   3,    5,     2,    393 
2132,5000,216,   3,    5,     2,    395 
2212,5000,216,   3,    5,     2,    394 
2166,5000,224,   3,    5,     2,    393 
2118,5000,248,   3,    5,     2,    396 
2197,5000,225,   3,    5,     2,    397 
