EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2857,5000,  8,   8,    2,     2,    396 
2235,5000, 15,   8,    2,     2,    397 
2193,5000, 11,   8,    2,     2,    397 
2171,5000, 16,   8,    2,     2,    397 
2190,5000, 13,   8,    2,     2,    394 
2181,5000, 12,   8,    2,     2,    392 
2234,5000, 14,   8,    2,     2,    394 
2292,5000, 13,   8,    2,     2,    399 
2179,5000, 19,   8,    2,     2,    395 
2180,5000, 15,   8,    2,     2,    396 
