EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2697,5000,  8,  20,    8,     2,    392 
1986,5000, 10,  20,    8,     2,    395 
2003,5000, 10,  20,    8,     2,    394 
1966,5000,  9,  20,    8,     2,    395 
1939,5000, 13,  20,    8,     2,    392 
2061,5000, 10,  20,    8,     2,    400 
1964,5000, 15,  20,    8,     2,    391 
1916,5000,  6,  20,    8,     2,    393 
1906,5000,  9,  20,    8,     2,    394 
1923,5000,  4,  20,    8,     2,    394 
