EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2800,5000,  0,  30,   10,     2,    394 
2269,5000,  3,  30,   10,     2,    392 
2236,5000,  6,  30,   10,     2,    395 
2306,5000,  5,  30,   10,     2,    393 
2511,5000,  4,  30,   10,     2,    396 
2325,5000,  6,  30,   10,     2,    395 
2279,5000,  1,  30,   10,     2,    391 
2407,5000,  9,  30,   10,     2,    397 
2281,5000,  4,  30,   10,     2,    391 
2356,5000,  2,  30,   10,     2,    394 
