EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2614,5000, 11,   6,    1,     2,    393 
1808,5000,  9,   6,    1,     2,    396 
1776,5000, 14,   6,    1,     2,    397 
1829,5000, 12,   6,    1,     2,    395 
1791,5000,  7,   6,    1,     2,    394 
1806,5000,  8,   6,    1,     2,    400 
1820,5000,  9,   6,    1,     2,    395 
1802,5000, 14,   6,    1,     2,    399 
1989,5000,  9,   6,    1,     2,    394 
1783,5000,  9,   6,    1,     2,    395 
