EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2524,5000,  6,  16,    4,     2,    391 
1868,5000, 12,  16,    4,     2,    399 
1839,5000,  7,  16,    4,     2,    395 
1870,5000,  7,  16,    4,     2,    397 
1842,5000,  7,  16,    4,     2,    396 
1812,5000,  6,  16,    4,     2,    392 
1910,5000,  8,  16,    4,     2,    393 
1832,5000,  7,  16,    4,     2,    400 
1852,5000,  7,  16,    4,     2,    396 
1835,5000,  9,  16,    4,     2,    395 
