EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2527,5000, 10,   9,    2,     2,    394 
1777,5000, 14,   9,    2,     2,    397 
1817,5000, 10,   9,    2,     2,    397 
1818,5000,  7,   9,    2,     2,    393 
1751,5000, 15,   9,    2,     2,    400 
1782,5000, 13,   9,    2,     2,    398 
1821,5000, 15,   9,    2,     2,    395 
1896,5000, 11,   9,    2,     2,    396 
1831,5000,  9,   9,    2,     2,    398 
1783,5000, 10,   9,    2,     2,    396 
