EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3057,5000,  2,  24,    1,     2,    397 
2601,5000,  1,  24,    1,     2,    393 
2642,5000,  2,  24,    1,     2,    397 
2586,5000,  0,  24,    1,     2,    394 
2590,5000,  1,  24,    1,     2,    391 
2582,5000,  0,  24,    1,     2,    398 
2647,5000,  1,  24,    1,     2,    397 
2623,5000,  1,  24,    1,     2,    395 
2587,5000,  1,  24,    1,     2,    397 
2592,5000,  0,  24,    1,     2,    394 
