EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2649,5000, 19,  16,    7,     2,    396 
1906,5000, 16,  16,    7,     2,    397 
1925,5000, 19,  16,    7,     2,    392 
1852,5000, 12,  16,    7,     2,    391 
1935,5000, 18,  16,    7,     2,    399 
1903,5000, 16,  16,    7,     2,    392 
1845,5000, 17,  16,    7,     2,    396 
1819,5000, 13,  16,    7,     2,    392 
1849,5000, 11,  16,    7,     2,    394 
1879,5000, 10,  16,    7,     2,    394 
