EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2645,5000,  0,  30,    1,     2,    399 
2271,5000,  1,  30,    1,     2,    398 
2149,5000,  0,  30,    1,     2,    393 
2145,5000,  0,  30,    1,     2,    393 
2168,5000,  0,  30,    1,     2,    394 
2145,5000,  0,  30,    1,     2,    393 
2169,5000,  1,  30,    1,     2,    393 
2184,5000,  2,  30,    1,     2,    392 
2185,5000,  1,  30,    1,     2,    395 
2313,5000,  0,  30,    1,     2,    392 
