EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2974,5000,  2,  15,    1,     2,    393 
2368,5000,  3,  15,    1,     2,    392 
2297,5000,  3,  15,    1,     2,    396 
2306,5000,  2,  15,    1,     2,    393 
2288,5000,  3,  15,    1,     2,    398 
2299,5000,  3,  15,    1,     2,    398 
2270,5000,  2,  15,    1,     2,    394 
2333,5000,  5,  15,    1,     2,    395 
2309,5000,  1,  15,    1,     2,    395 
2301,5000,  2,  15,    1,     2,    390 
