EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2641,5000, 32,  11,   10,     2,    391 
1952,5000, 39,  11,   10,     2,    393 
1857,5000, 37,  11,   10,     2,    393 
1860,5000, 44,  11,   10,     2,    395 
2020,5000, 46,  11,   10,     2,    392 
1861,5000, 30,  11,   10,     2,    395 
1822,5000, 45,  11,   10,     2,    397 
1853,5000, 44,  11,   10,     2,    395 
1822,5000, 40,  11,   10,     2,    396 
1863,5000, 40,  11,   10,     2,    391 
