EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2659,5000,  6,  23,    5,     2,    396 
2106,5000,  8,  23,    5,     2,    393 
2021,5000,  5,  23,    5,     2,    395 
2009,5000,  5,  23,    5,     2,    394 
2032,5000, 10,  23,    5,     2,    401 
2146,5000,  6,  23,    5,     2,    401 
1972,5000,  5,  23,    5,     2,    393 
1990,5000,  5,  23,    5,     2,    396 
1998,5000,  2,  23,    5,     2,    399 
2017,5000,  7,  23,    5,     2,    399 
