EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3064,5000,  1,  22,    1,     2,    394 
2558,5000,  1,  22,    1,     2,    392 
2528,5000,  1,  22,    1,     2,    394 
2569,5000,  4,  22,    1,     2,    394 
2540,5000,  1,  22,    1,     2,    393 
2541,5000,  2,  22,    1,     2,    393 
2570,5000,  0,  22,    1,     2,    395 
2527,5000,  1,  22,    1,     2,    393 
2532,5000,  2,  22,    1,     2,    394 
2514,5000,  2,  22,    1,     2,    396 
