EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2601,5000, 24,  12,    8,     2,    394 
1889,5000, 26,  12,    8,     2,    399 
1831,5000, 28,  12,    8,     2,    398 
1870,5000, 35,  12,    8,     2,    392 
1810,5000, 25,  12,    8,     2,    396 
1862,5000, 28,  12,    8,     2,    394 
1794,5000, 24,  12,    8,     2,    393 
1772,5000, 38,  12,    8,     2,    397 
1805,5000, 33,  12,    8,     2,    398 
1786,5000, 24,  12,    8,     2,    394 
