EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3102,5000,140,   4,    6,     2,    394 
2140,5000,136,   4,    6,     2,    390 
2168,5000,146,   4,    6,     2,    395 
2058,5000,136,   4,    6,     2,    398 
2100,5000,142,   4,    6,     2,    398 
2031,5000,120,   4,    6,     2,    393 
2243,5000,151,   4,    6,     2,    392 
2063,5000,150,   4,    6,     2,    395 
1997,5000,144,   4,    6,     2,    393 
2097,5000,157,   4,    6,     2,    398 
