EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2840,5000,  0,  30,    2,     2,    390 
2293,5000,  0,  30,    2,     2,    395 
2198,5000,  0,  30,    2,     2,    392 
2266,5000,  0,  30,    2,     2,    392 
2274,5000,  2,  30,    2,     2,    402 
2267,5000,  1,  30,    2,     2,    395 
2225,5000,  0,  30,    2,     2,    390 
2196,5000,  1,  30,    2,     2,    390 
2161,5000,  0,  30,    2,     2,    392 
2219,5000,  3,  30,    2,     2,    395 
