gen = -001,avg = 0,297,best = 0,297,chrom = {0,138;0,314;0,705;0,767;0,264;0,288;0,990;0,935;0,419;0,074;0,984;0,856;0,403;0,551;0,965;0,404;0,527;0,467;0,651;0,331;0,353;0,478;0,693;0,550;0,515;0,163;0,021;0,377;0,413;0,998;0,977;0,695;0,975;0,475;0,472;0,317;0,202;0,174;0,428;0,988;0,948;0,621;0,389;0,581;0,196;0,159;0,531;0,036}
gen = 0000,avg = 0,319,best = 0,599,chrom = {0,492;0,650;0,631;0,254;0,433;0,114;0,841;0,889;0,536;0,961;0,349;0,025;0,906;0,329;0,082;0,391;0,982;0,855;0,726;0,389;0,405;0,316;0,414;0,394;0,151;0,389;0,703;0,176;0,022;0,867;0,676;0,400;0,218;0,119;0,580;0,677;0,509;0,461;0,664;0,110;0,477;0,347;0,777;0,599;0,401;0,001;0,863;0,443}
gen = 0001,avg = 0,501,best = 0,637,chrom = {0,542;0,900;0,302;0,190;0,573;0,280;0,997;0,245;0,788;0,684;0,792;0,564;0,990;0,338;0,780;0,435;0,556;0,890;0,900;0,095;0,076;0,758;0,641;0,172;0,689;0,510;0,786;0,011;0,310;0,493;0,487;0,086;0,943;0,027;0,778;0,622;0,479;0,496;0,867;0,250;0,650;0,691;0,245;0,184;0,894;0,350;0,078;0,738}
gen = 0002,avg = 0,565,best = 0,637,chrom = {0,542;0,900;0,302;0,190;0,573;0,280;0,997;0,245;0,788;0,684;0,792;0,564;0,990;0,338;0,780;0,435;0,556;0,890;0,900;0,095;0,076;0,758;0,641;0,172;0,689;0,510;0,786;0,011;0,310;0,493;0,487;0,086;0,943;0,027;0,778;0,622;0,479;0,496;0,867;0,250;0,650;0,691;0,245;0,184;0,894;0,350;0,078;0,738}
gen = 0003,avg = 0,579,best = 0,637,chrom = {0,542;0,900;0,302;0,190;0,573;0,280;0,997;0,245;0,788;0,684;0,792;0,564;0,990;0,338;0,780;0,435;0,556;0,890;0,900;0,095;0,076;0,758;0,641;0,172;0,689;0,510;0,786;0,011;0,310;0,493;0,487;0,086;0,943;0,027;0,778;0,622;0,479;0,496;0,867;0,250;0,650;0,691;0,245;0,184;0,894;0,350;0,078;0,738}
gen = 0004,avg = 0,592,best = 0,637,chrom = {0,542;0,900;0,302;0,190;0,573;0,280;0,997;0,245;0,788;0,684;0,792;0,564;0,990;0,338;0,780;0,435;0,556;0,890;0,900;0,095;0,076;0,758;0,641;0,172;0,689;0,510;0,786;0,011;0,310;0,493;0,487;0,086;0,943;0,027;0,778;0,622;0,479;0,496;0,867;0,250;0,650;0,691;0,245;0,184;0,894;0,350;0,078;0,738}
gen = 0005,avg = 0,605,best = 0,637,chrom = {0,542;0,900;0,302;0,190;0,573;0,280;0,997;0,245;0,788;0,684;0,792;0,564;0,990;0,338;0,780;0,435;0,556;0,890;0,900;0,095;0,076;0,758;0,641;0,172;0,689;0,510;0,786;0,011;0,310;0,493;0,487;0,086;0,943;0,027;0,778;0,622;0,479;0,496;0,867;0,250;0,650;0,691;0,245;0,184;0,894;0,350;0,078;0,738}
gen = 0006,avg = 0,610,best = 0,637,chrom = {0,542;0,900;0,302;0,190;0,573;0,280;0,997;0,245;0,788;0,684;0,792;0,564;0,990;0,338;0,780;0,435;0,556;0,890;0,900;0,095;0,076;0,758;0,641;0,172;0,689;0,510;0,786;0,011;0,310;0,493;0,487;0,086;0,943;0,027;0,778;0,622;0,479;0,496;0,867;0,250;0,650;0,691;0,245;0,184;0,894;0,350;0,078;0,738}
gen = 0007,avg = 0,623,best = 0,637,chrom = {0,542;0,900;0,302;0,190;0,573;0,280;0,997;0,245;0,788;0,684;0,792;0,564;0,990;0,338;0,780;0,435;0,556;0,890;0,900;0,095;0,076;0,758;0,641;0,172;0,689;0,510;0,786;0,011;0,310;0,493;0,487;0,086;0,943;0,027;0,778;0,622;0,479;0,496;0,867;0,250;0,650;0,691;0,245;0,184;0,894;0,350;0,078;0,738}
gen = 0008,avg = 0,635,best = 0,660,chrom = {0,138;0,314;0,705;0,767;0,264;0,288;0,990;0,935;0,419;0,074;0,984;0,856;0,403;0,935;0,965;0,685;0,527;0,467;0,651;0,331;0,353;0,478;0,693;0,550;0,515;0,612;0,928;0,377;0,390;0,998;0,245;0,695;0,975;0,475;0,472;0,317;0,202;0,174;0,428;0,250;0,650;0,691;0,245;0,184;0,894;0,452;0,078;0,440}
gen = 0009,avg = 0,672,best = 0,870,chrom = {0,138;0,314;0,705;0,767;0,264;0,288;0,990;0,935;0,419;0,074;0,984;0,856;0,403;0,935;0,005;0,685;0,527;0,467;0,743;0,331;0,351;0,478;0,693;0,550;0,515;0,612;0,928;0,377;0,390;0,998;0,245;0,695;0,975;0,475;0,472;0,293;0,202;0,174;0,428;0,250;0,650;0,691;0,245;0,184;0,894;0,452;0,078;0,440}
gen = 0010,avg = 0,698,best = 0,870,chrom = {0,138;0,314;0,705;0,767;0,264;0,288;0,990;0,935;0,419;0,074;0,984;0,856;0,403;0,935;0,005;0,685;0,527;0,467;0,743;0,331;0,351;0,478;0,693;0,550;0,515;0,612;0,928;0,377;0,390;0,998;0,245;0,695;0,975;0,475;0,472;0,293;0,202;0,174;0,428;0,250;0,650;0,691;0,245;0,184;0,894;0,452;0,078;0,440}
