Current parameters
 - debug = true
 - runAutotest = false
 - runChromosome = false
 - runExperiment = true
 - chromosome = null
 - showSheets = false
 - saveRatMap = .
 - numberOfGenerations = 50
 - population = 15
 - numberOfProfiles = 2
 - numberOfInitialAgents = 15
 - numberOfCells = 10
 - numberOfFoodPieces = 10
 - numberOfDays = 1000
 - numberOfExecutions = 5
 - patterns = E:\2_trabajo\doctorado\made\2014\pattern_revenge.txt
 - baseDays = 500
 - baseEnergy = 5
 - baseSmell = 3
 - baseNutrition = 4
 - baseByte = 5
 - baseFur = 5
 - baseAgeToBeAdultFemale = 42
 - baseToBeAdultMale = 49
 - basePregnancyTime = 30
 - help = false
 - seed = 1384152858538

gen = -001,avg = 0,000,best = 0,000,chrom = {0,417;0,527;0,843;0,934;0,756;0,579;0,962;0,818;0,819;0,152;0,268;0,409;0,335;0,839;0,211;0,937;0,635;0,018;0,201;0,700;0,935;0,550;0,908;0,814}
gen = 0000,avg = 37,013,best = 241,200,chrom = {0,931;0,824;0,786;0,467;0,968;0,436;0,060;0,256;0,543;0,319;0,841;0,927;0,779;0,202;0,289;0,893;0,341;0,604;0,946;0,658;0,696;0,070;0,195;0,304}
gen = 0001,avg = 93,587,best = 241,200,chrom = {0,931;0,824;0,786;0,467;0,968;0,436;0,060;0,256;0,543;0,319;0,841;0,927;0,779;0,202;0,289;0,893;0,341;0,604;0,946;0,658;0,696;0,070;0,195;0,304}
gen = 0002,avg = 177,827,best = 247,600,chrom = {0,931;0,824;0,786;0,467;0,968;0,436;0,060;0,256;0,543;0,319;0,841;0,927;0,779;0,202;0,522;0,893;0,341;0,604;0,946;0,658;0,696;0,070;0,195;0,304}
gen = 0003,avg = 231,733,best = 249,800,chrom = {0,892;0,192;0,660;0,467;0,968;0,436;0,060;0,256;0,543;0,319;0,841;0,927;0,779;0,202;0,522;0,893;0,341;0,604;0,946;0,658;0,696;0,070;0,195;0,304}
gen = 0004,avg = 251,547,best = 295,800,chrom = {0,892;0,192;0,660;0,299;0,819;0,314;0,075;0,785;0,025;0,222;0,947;0,793;0,658;0,219;0,289;0,893;0,135;0,604;0,946;0,658;0,064;0,070;0,195;0,304}
gen = 0005,avg = 273,773,best = 295,800,chrom = {0,892;0,192;0,660;0,299;0,819;0,314;0,075;0,785;0,025;0,222;0,947;0,793;0,658;0,219;0,289;0,893;0,135;0,604;0,946;0,658;0,064;0,070;0,195;0,304}
gen = 0006,avg = 285,040,best = 295,800,chrom = {0,892;0,192;0,660;0,299;0,819;0,314;0,075;0,785;0,025;0,222;0,947;0,793;0,658;0,219;0,289;0,893;0,135;0,604;0,946;0,658;0,064;0,070;0,195;0,304}
gen = 0007,avg = 297,613,best = 323,400,chrom = {0,931;0,824;0,786;0,467;0,968;0,436;0,060;0,256;0,543;0,319;0,841;0,927;0,574;0,202;0,506;0,893;0,135;0,604;0,946;0,201;0,064;0,070;0,195;0,304}
gen = 0008,avg = 307,507,best = 323,400,chrom = {0,931;0,824;0,786;0,467;0,968;0,436;0,060;0,256;0,543;0,319;0,841;0,927;0,574;0,202;0,506;0,893;0,135;0,604;0,946;0,201;0,064;0,070;0,195;0,304}
gen = 0009,avg = 313,853,best = 323,400,chrom = {0,931;0,824;0,786;0,467;0,968;0,436;0,060;0,256;0,543;0,319;0,841;0,927;0,574;0,202;0,506;0,893;0,135;0,604;0,946;0,201;0,064;0,070;0,195;0,304}
gen = 0010,avg = 322,267,best = 332,600,chrom = {0,114;0,192;0,660;0,487;0,819;0,674;0,075;0,253;0,025;0,222;0,245;0,307;0,709;0,464;0,916;0,893;0,135;0,624;0,946;0,428;0,064;0,070;0,195;0,304}
gen = 0011,avg = 329,733,best = 338,800,chrom = {0,892;0,192;0,660;0,487;0,969;0,674;0,626;0,785;0,025;0,222;0,735;0,307;0,658;0,202;0,506;0,893;0,135;0,604;0,946;0,201;0,064;0,070;0,195;0,304}
