Current parameters
 - debug = true
 - runAutotest = false
 - runChromosome = false
 - runExperiment = true
 - chromosome = null
 - showSheets = false
 - saveRatMap = .
 - numberOfGenerations = 50
 - population = 15
 - numberOfProfiles = 2
 - numberOfInitialAgents = 15
 - numberOfCells = 10
 - numberOfFoodPieces = 10
 - numberOfDays = 1000
 - numberOfExecutions = 5
 - patterns = E:\2_trabajo\doctorado\made\2014\pattern_revenge.txt
 - baseDays = 500
 - baseEnergy = 5
 - baseSmell = 3
 - baseNutrition = 4
 - baseByte = 5
 - baseFur = 5
 - baseAgeToBeAdultFemale = 42
 - baseToBeAdultMale = 49
 - basePregnancyTime = 30
 - help = false
 - seed = 1384158708870

gen = -001,avg = 123,800,best = 123,800,chrom = {0,692;0,622;0,064;0,219;0,018;0,270;0,734;0,810;0,915;0,381;0,932;0,052;0,980;0,541;0,390;0,332;0,295;0,343;0,586;0,104;0,030;0,773;0,238;0,618}
gen = 0000,avg = 22,173,best = 123,800,chrom = {0,692;0,622;0,064;0,219;0,018;0,270;0,734;0,810;0,915;0,381;0,932;0,052;0,980;0,541;0,390;0,332;0,295;0,343;0,586;0,104;0,030;0,773;0,238;0,618}
gen = 0001,avg = 68,840,best = 172,600,chrom = {0,648;0,211;0,257;0,804;0,973;0,201;0,930;0,882;0,101;0,846;0,590;0,211;0,266;0,084;0,086;0,377;0,770;0,519;0,581;0,481;0,721;0,108;0,194;0,928}
gen = 0002,avg = 157,240,best = 196,400,chrom = {0,648;0,211;0,257;0,804;0,973;0,201;0,930;0,882;0,101;0,846;0,590;0,052;0,980;0,541;0,390;0,332;0,295;0,343;0,586;0,104;0,030;0,773;0,733;0,704}
gen = 0003,avg = 204,093,best = 267,400,chrom = {0,606;0,536;0,800;0,219;0,018;0,270;0,734;0,810;0,915;0,381;0,932;0,052;0,980;0,541;0,390;0,332;0,295;0,836;0,586;0,104;0,030;0,773;0,238;0,330}
gen = 0004,avg = 233,747,best = 267,400,chrom = {0,606;0,536;0,800;0,847;0,018;0,270;0,734;0,810;0,915;0,381;0,932;0,052;0,980;0,541;0,390;0,332;0,823;0,836;0,586;0,104;0,030;0,773;0,545;0,330}
gen = 0005,avg = 267,707,best = 306,200,chrom = {0,606;0,536;0,800;0,219;0,018;0,270;0,734;0,810;0,915;0,381;0,932;0,052;0,980;0,541;0,390;0,377;0,770;0,519;0,581;0,481;0,768;0,108;0,760;0,017}
gen = 0006,avg = 294,400,best = 311,400,chrom = {0,606;0,536;0,800;0,219;0,018;0,270;0,734;0,810;0,915;0,054;0,932;0,052;0,980;0,541;0,390;0,424;0,295;0,836;0,586;0,104;0,030;0,773;0,238;0,330}
gen = 0007,avg = 312,947,best = 347,000,chrom = {0,606;0,536;0,800;0,219;0,018;0,270;0,734;0,810;0,915;0,680;0,746;0,052;0,980;0,541;0,390;0,377;0,770;0,519;0,581;0,481;0,768;0,108;0,760;0,017}
gen = 0008,avg = 321,520,best = 347,000,chrom = {0,606;0,536;0,800;0,219;0,018;0,270;0,734;0,810;0,915;0,680;0,746;0,052;0,980;0,541;0,390;0,377;0,770;0,519;0,581;0,481;0,768;0,108;0,760;0,017}
