EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
6468,5016,142,16,8,2,397 
7890,5032,161,16,8,2,392 
7031,5032,136,16,8,2,395 
6781,5032,132,16,8,2,393 
7609,5032,159,16,8,2,395 
7391,5032,159,16,8,2,399 
7563,5032,151,16,8,2,397 
6985,5032,133,16,8,2,393 
6906,5032,151,16,8,2,392 
7297,5032,194,16,8,2,398 
