EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3953,5028,52,14,2,2,400 
3500,5028,31,14,2,2,398 
3859,5028,34,14,2,2,394 
3734,5028,40,14,2,2,393 
3453,5028,45,14,2,2,396 
3594,5028,28,14,2,2,393 
3593,5028,30,14,2,2,395 
3453,5028,25,14,2,2,398 
3594,5028,34,14,2,2,400 
3937,5028,49,14,2,2,399 
