EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
5499,5048,101,24,7,2,398 
5844,5048,90,24,7,2,390 
5516,5048,110,24,7,2,394 
5078,5048,64,24,7,2,393 
5641,5048,76,24,7,2,393 
5500,5048,80,24,7,2,394 
5125,5048,68,24,7,2,398 
5766,5048,108,24,7,2,396 
5563,5048,68,24,7,2,392 
5219,5048,90,24,7,2,393 
