EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3594,5030,18,15,1,2,393 
3358,5030,15,15,1,2,397 
3312,5030,17,15,1,2,394 
3280,5030,16,15,1,2,393 
3344,5030,20,15,1,2,391 
3172,5030,15,15,1,2,393 
3483,5015,17,15,1,2,395 
3484,5015,16,15,1,2,395 
3359,5030,19,15,1,2,392 
3297,5030,16,15,1,2,398 
