EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
13688,5008,326,4,6,2,392 
14031,5004,348,4,6,2,390 
14110,5004,344,4,6,2,394 
15000,5004,377,4,6,2,395 
12797,5008,311,4,6,2,393 
12281,5039,278,4,6,2,389 
13828,5008,348,4,6,2,391 
14672,5004,343,4,6,2,393 
14578,5008,359,4,6,2,395 
14812,5008,347,4,6,2,393 
