EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3140,5012,20,12,1,2,397 
3453,5024,33,12,1,2,393 
2952,5024,16,12,1,2,394 
3046,5024,17,12,1,2,395 
3077,5024,17,12,1,2,395 
3453,5024,35,12,1,2,394 
2953,5024,15,12,1,2,392 
3047,5024,17,12,1,2,395 
3264,5024,20,12,1,2,394 
3140,5024,18,12,1,2,396 
