EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
8000,5055,158,12,8,2,397 
8188,5024,168,12,8,2,394 
8422,5024,222,12,8,2,393 
8750,5024,170,12,8,2,393 
7968,5024,181,12,8,2,393 
8750,5024,187,12,8,2,391 
9266,5012,208,12,8,2,395 
7594,5024,186,12,8,2,392 
9312,5024,187,12,8,2,392 
8562,5024,188,12,8,2,395 
