EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3719,5022,47,11,2,2,398 
3515,5022,34,11,2,2,393 
3734,5022,45,11,2,2,394 
3672,5022,41,11,2,2,393 
3609,5022,42,11,2,2,393 
3313,5022,29,11,2,2,392 
3953,5022,48,11,2,2,394 
3875,5022,48,11,2,2,394 
3703,5022,40,11,2,2,397 
3843,5022,49,11,2,2,399 
