EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3671,5038,31,19,2,2,398 
3547,5038,28,19,2,2,393 
3796,5038,30,19,2,2,394 
4110,5038,40,19,2,2,397 
4000,5038,38,19,2,2,393 
3765,5038,31,19,2,2,395 
3578,5038,23,19,2,2,398 
3610,5038,28,19,2,2,395 
3328,5038,22,19,2,2,400 
3719,5038,27,19,2,2,398 
