EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
7921,5046,168,23,10,2,398 
7297,5046,132,23,10,2,394 
7531,5046,139,23,10,2,394 
7374,5046,134,23,10,2,401 
7687,5046,187,23,10,2,394 
7453,5046,133,23,10,2,394 
6985,5046,118,23,10,2,398 
7483,5046,128,23,10,2,392 
7203,5046,132,23,10,2,400 
7578,5046,136,23,10,2,398 
