EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
5202,5048,58,24,6,2,398 
5249,5048,69,24,6,2,397 
5014,5048,62,24,6,2,394 
5046,5048,58,24,6,2,394 
5359,5048,71,24,6,2,394 
4999,5024,63,24,6,2,402 
4656,5048,58,24,6,2,398 
4563,5048,79,24,6,2,398 
4875,5048,57,24,6,2,401 
4765,5048,54,24,6,2,398 
